"P1";"P2";"Vainqueur"
"Rattatac (Mâle)";"M. Mime";"Rattatac (Mâle)"
"Akwakwak";"Ptéra";"Akwakwak"
"Mélodelfe";"Grotadmorv";"Mélodelfe"
"Parasect";"Ronflex";"Ronflex"
"Arbok";"Persian";"Arbok"
"Smogogo";"Aquali";"Aquali"
"Mackogneur";"Smogogo";"Mackogneur"
"Ossatueur";"Mew";"Ossatueur"
"Raichu (Mâle)";"Voltali";"Voltali"
"Feunard";"M. Mime";"Feunard"
"Tartard";"Empiflor";"Empiflor"
"M. Mime";"Léviator (Mâle)";"Léviator (Mâle)"
"Grodoudou";"Léviator (Mâle)";"Léviator (Mâle)"
"Akwakwak";"Mewtwo";"Mewtwo"
"Rapasdepic";"Tartard";"Tartard"
"Tauros";"Electhor";"Tauros"
"Arcanin";"Amonistar";"Arcanin"
"Nidoking";"Crustabri";"Nidoking"
"Alakazam (Mâle)";"Métamorph";"Alakazam (Mâle)"
"Tentacruel";"Staross";"Staross"
"Nidoqueen";"Grotadmorv";"Nidoqueen"
"Nidoking";"Mew";"Nidoking"
"Kicklee";"Scarabrute";"Kicklee"
"Tartard";"Tygnon";"Tartard"
"Raichu (Mâle)";"Empiflor";"Empiflor"
"Poissoroy (Mâle)";"Mewtwo";"Mewtwo"
"Lokhlass";"Aquali";"Lokhlass"
"Dracolosse";"Mewtwo";"Mewtwo"
"Empiflor";"Lokhlass";"Lokhlass"
"Mélodelfe";"Kabutops";"Kabutops"
"Grodoudou";"Hypnomade (Femelle)";"Hypnomade (Femelle)"
"Nidoking";"Léviator (Mâle)";"Nidoking"
"Nidoqueen";"Canarticho";"Nidoqueen"
