"P1";"P2";"Vainqueur"
"Cheniselle (Cape Sable)";"Darkrai";"Cheniselle (Cape Sable)"
"Gallame";"Manaphy";"Gallame"
"Charkos";"Darkrai";"Darkrai"
"Simiabraz";"Hippodocus (Femelle)";"Simiabraz"
"Bouldeneu (Femelle)";"Motisma (Hélice)";"Motisma (Hélice)"
"Grodrive";"Magnézone";"Grodrive"
"Capidextre (Femelle)";"Corboss";"Corboss"
"Spiritomb";"Drascore";"Spiritomb"
"Chaffreux";"Togekiss";"Togekiss"
"Rhinastoc (Mâle)";"Givrali";"Givrali"
"Grodrive";"Pijako";"Pijako"
"Coatox (Mâle)";"Dimoret (Mâle)";"Coatox (Mâle)"
"Lucario";"Givrali";"Lucario"
"Gallame";"Regigigas";"Gallame"
"Simiabraz";"Capidextre (Femelle)";"Simiabraz"
"Etouraptor (Mâle)";"Drascore";"Etouraptor (Mâle)"
"Drascore";"Scorvol";"Scorvol"
"Corboss";"Hippodocus (Femelle)";"Hippodocus (Femelle)"
"Lucario";"Créfadet";"Lucario"
"Créhelf";"Giratina";"Giratina"
"Castorno (Femelle)";"Scorvol";"Scorvol"
"Simiabraz";"Heatran";"Simiabraz"
"Drascore";"Givrali";"Givrali"
"Bouldeneu (Femelle)";"Tarinorme";"Tarinorme"
"Pachirisu (Mâle)";"Manaphy";"Pachirisu (Mâle)"
"Scorvol";"Noctunoir";"Scorvol"
"Mélokrik (Femelle)";"Moufflair";"Moufflair"
"Hippodocus (Femelle)";"Porygon-Z";"Hippodocus (Femelle)"
"Capidextre (Femelle)";"Tarinorme";"Tarinorme"
"Pijako";"Givrali";"Givrali"
"Pingoléon";"Créhelf";"Pingoléon"
"Elekable";"Regigigas";"Elekable"
"Roserade (Femelle)";"Regigigas";"Roserade (Femelle)"
"Papilord";"Arceus (Normal)";"Arceus (Normal)"
"Mélokrik (Femelle)";"Lucario";"Lucario"
"Bastiodon";"Blizzaroi (Femelle)";"Blizzaroi (Femelle)"
"Grodrive";"Togekiss";"Grodrive"
"Archéodong";"Créhelf";"Créhelf"
"Pingoléon";"Vortente";"Pingoléon"
"Rhinastoc (Mâle)";"Giratina";"Rhinastoc (Mâle)"
"Roserade (Femelle)";"Phyllali";"Phyllali"
"Yanméga";"Shaymin (Terrestre)";"Yanméga"
"Grodrive";"Coudlangue";"Grodrive"
"Magirêve";"Archéodong";"Magirêve"
"Lucario";"Togekiss";"Lucario"
"Castorno (Femelle)";"Lucario";"Lucario"
"Lucario";"Magnézone";"Lucario"
"Etouraptor (Mâle)";"Mélokrik (Femelle)";"Etouraptor (Mâle)"
"Mammochon (Mâle)";"Cresselia";"Cresselia"
"Etouraptor (Mâle)";"Regigigas";"Etouraptor (Mâle)"
"Maganon";"Porygon-Z";"Porygon-Z"
"Porygon-Z";"Noctunoir";"Porygon-Z"
"Etouraptor (Mâle)";"Vortente";"Etouraptor (Mâle)"
"Grodrive";"Heatran";"Heatran"
"Magnézone";"Motisma (Hélice)";"Motisma (Hélice)"
"Moufflair";"Tarinorme";"Moufflair"
"Bastiodon";"Drascore";"Drascore"
"Archéodong";"Créfadet";"Créfadet"
"Simiabraz";"Cresselia";"Cresselia"
"Mustéflott (Mâle)";"Bouldeneu (Femelle)";"Mustéflott (Mâle)"
"Coudlangue";"Motisma (Hélice)";"Motisma (Hélice)"
"Lockpin";"Scorvol";"Lockpin"
"Luxray (Mâle)";"Blizzaroi (Femelle)";"Luxray (Mâle)"
"Cheniselle (Cape Sable)";"Corboss";"Corboss"
"Chaffreux";"Dimoret (Mâle)";"Dimoret (Mâle)"
"Blizzaroi (Femelle)";"Magnézone";"Blizzaroi (Femelle)"
"Mammochon (Mâle)";"Manaphy";"Manaphy"
"Coatox (Mâle)";"Bouldeneu (Femelle)";"Coatox (Mâle)"
"Magirêve";"Palkia";"Magirêve"
"Archéodong";"Dialga";"Dialga"
"Vortente";"Momartik";"Momartik"
"Mélokrik (Femelle)";"Pachirisu (Mâle)";"Pachirisu (Mâle)"
"Maganon";"Heatran";"Heatran"
"Etouraptor (Mâle)";"Darkrai";"Etouraptor (Mâle)"
"Corboss";"Vortente";"Corboss"
"Vortente";"Noctunoir";"Noctunoir"
"Roserade (Femelle)";"Phione";"Phione"
"Apireine";"Spiritomb";"Spiritomb"
"Mélokrik (Femelle)";"Dialga";"Dialga"
"Castorno (Femelle)";"Shaymin (Terrestre)";"Shaymin (Terrestre)"
"Mustéflott (Mâle)";"Dialga";"Mustéflott (Mâle)"
"Torterra";"Carchacrok (Mâle)";"Torterra"
"Papilord";"Mammochon (Mâle)";"Papilord"
"Blizzaroi (Femelle)";"Rhinastoc (Mâle)";"Rhinastoc (Mâle)"
"Roserade (Femelle)";"Créhelf";"Roserade (Femelle)"
"Moufflair";"Bouldeneu (Femelle)";"Moufflair"
"Papilord";"Phyllali";"Phyllali"
"Lucario";"Motisma (Hélice)";"Lucario"
"Mélokrik (Femelle)";"Créfadet";"Créfadet"
"Torterra";"Regigigas";"Regigigas"
"Magnézone";"Créfollet";"Magnézone"
"Lucario";"Momartik";"Lucario"
"Grodrive";"Créhelf";"Créhelf"
"Luminéon (Femelle)";"Yanméga";"Yanméga"
"Charkos";"Bastiodon";"Charkos"
"Castorno (Femelle)";"Elekable";"Elekable"
"Heatran";"Shaymin (Terrestre)";"Shaymin (Terrestre)"
"Capidextre (Femelle)";"Spiritomb";"Spiritomb"
"Torterra";"Luxray (Mâle)";"Luxray (Mâle)"
"Drascore";"Elekable";"Elekable"
"Moufflair";"Cresselia";"Cresselia"
"Carchacrok (Mâle)";"Mammochon (Mâle)";"Carchacrok (Mâle)"
"Papilord";"Givrali";"Givrali"
"Grodrive";"Carchacrok (Mâle)";"Carchacrok (Mâle)"
"Torterra";"Rhinastoc (Mâle)";"Rhinastoc (Mâle)"
"Givrali";"Phione";"Givrali"
"Cheniselle (Cape Sable)";"Elekable";"Elekable"
"Bouldeneu (Femelle)";"Palkia";"Palkia"
"Torterra";"Motisma (Hélice)";"Motisma (Hélice)"
"Capidextre (Femelle)";"Noctunoir";"Noctunoir"
"Moufflair";"Dimoret (Mâle)";"Dimoret (Mâle)"
"Hippodocus (Femelle)";"Yanméga";"Yanméga"
"Porygon-Z";"Motisma (Hélice)";"Motisma (Hélice)"
"Mélokrik (Femelle)";"Roserade (Femelle)";"Roserade (Femelle)"
"Castorno (Femelle)";"Motisma (Hélice)";"Motisma (Hélice)"
"Pijako";"Créfadet";"Créfadet"
"Luxray (Mâle)";"Créhelf";"Luxray (Mâle)"
"Cheniselle (Cape Sable)";"Papilord";"Papilord"
"Luminéon (Femelle)";"Créfollet";"Luminéon (Femelle)"
"Tarinorme";"Momartik";"Momartik"
"Rhinastoc (Mâle)";"Cresselia";"Rhinastoc (Mâle)"
"Torterra";"Pingoléon";"Pingoléon"
"Lucario";"Cresselia";"Lucario"
"Chaffreux";"Phyllali";"Phyllali"
"Lucario";"Dialga";"Dialga"
"Grodrive";"Spiritomb";"Spiritomb"
"Charkos";"Dialga";"Dialga"
"Etouraptor (Mâle)";"Tritosor (Mer Orient)";"Tritosor (Mer Orient)"
"Magnézone";"Heatran";"Heatran"
"Bastiodon";"Pijako";"Pijako"
"Grodrive";"Corboss";"Corboss"
"Castorno (Femelle)";"Papilord";"Papilord"
"Pijako";"Hippodocus (Femelle)";"Hippodocus (Femelle)"
"Castorno (Femelle)";"Dimoret (Mâle)";"Dimoret (Mâle)"
"Lockpin";"Luminéon (Femelle)";"Luminéon (Femelle)"
"Mustéflott (Mâle)";"Coudlangue";"Mustéflott (Mâle)"
"Pachirisu (Mâle)";"Gallame";"Pachirisu (Mâle)"
"Coatox (Mâle)";"Dialga";"Dialga"
"Dialga";"Darkrai";"Dialga"
"Gallame";"Heatran";"Gallame"
"Corboss";"Noctunoir";"Corboss"
"Bouldeneu (Femelle)";"Mammochon (Mâle)";"Bouldeneu (Femelle)"
"Chaffreux";"Noctunoir";"Noctunoir"
"Créhelf";"Heatran";"Créhelf"
"Torterra";"Lockpin";"Lockpin"
"Elekable";"Cresselia";"Cresselia"
"Chaffreux";"Spiritomb";"Spiritomb"
"Maganon";"Phyllali";"Phyllali"
"Apireine";"Magirêve";"Magirêve"
"Archéodong";"Heatran";"Heatran"
"Lucario";"Tarinorme";"Lucario"
"Cheniselle (Cape Sable)";"Coatox (Mâle)";"Coatox (Mâle)"
"Maganon";"Giratina";"Giratina"
"Cheniselle (Cape Sable)";"Regigigas";"Regigigas"
"Magirêve";"Tarinorme";"Magirêve"
"Papilord";"Motisma (Hélice)";"Motisma (Hélice)"
"Roserade (Femelle)";"Apireine";"Roserade (Femelle)"
"Apireine";"Cresselia";"Cresselia"
"Bastiodon";"Magirêve";"Magirêve"
"Moufflair";"Gallame";"Gallame"
"Coatox (Mâle)";"Créfadet";"Coatox (Mâle)"
"Pijako";"Créfollet";"Pijako"
"Bouldeneu (Femelle)";"Noctunoir";"Noctunoir"
"Magirêve";"Mammochon (Mâle)";"Magirêve"
"Torterra";"Drascore";"Torterra"
"Lucario";"Phyllali";"Lucario"
"Capidextre (Femelle)";"Togekiss";"Togekiss"
"Tarinorme";"Créhelf";"Créhelf"
"Lockpin";"Magirêve";"Lockpin"
"Archéodong";"Pijako";"Pijako"
"Etouraptor (Mâle)";"Moufflair";"Etouraptor (Mâle)"
"Cheniselle (Cape Sable)";"Arceus (Normal)";"Arceus (Normal)"
"Magirêve";"Porygon-Z";"Magirêve"
"Phyllali";"Porygon-Z";"Phyllali"
"Castorno (Femelle)";"Mélokrik (Femelle)";"Mélokrik (Femelle)"
"Lucario";"Maganon";"Lucario"
"Simiabraz";"Phione";"Simiabraz"
"Yanméga";"Tarinorme";"Yanméga"
"Hippodocus (Femelle)";"Vortente";"Hippodocus (Femelle)"
"Momartik";"Motisma (Hélice)";"Momartik"
"Pingoléon";"Scorvol";"Pingoléon"
"Corboss";"Giratina";"Corboss"
"Dimoret (Mâle)";"Scorvol";"Dimoret (Mâle)"
"Grodrive";"Tarinorme";"Grodrive"
"Roserade (Femelle)";"Tarinorme";"Roserade (Femelle)"
"Drascore";"Vortente";"Drascore"
"Pachirisu (Mâle)";"Magnézone";"Pachirisu (Mâle)"
"Tritosor (Mer Orient)";"Arceus (Normal)";"Tritosor (Mer Orient)"
"Pingoléon";"Tritosor (Mer Orient)";"Tritosor (Mer Orient)"
"Scorvol";"Gallame";"Gallame"
"Elekable";"Créfadet";"Créfadet"
"Magnézone";"Givrali";"Givrali"
"Coudlangue";"Créfollet";"Coudlangue"
"Pijako";"Lucario";"Lucario"
"Dialga";"Manaphy";"Dialga"
"Givrali";"Créhelf";"Givrali"
"Carchacrok (Mâle)";"Elekable";"Elekable"
"Rhinastoc (Mâle)";"Elekable";"Rhinastoc (Mâle)"
"Cheniselle (Cape Sable)";"Givrali";"Givrali"
"Drascore";"Momartik";"Momartik"
"Apireine";"Créfadet";"Créfadet"
"Etouraptor (Mâle)";"Capidextre (Femelle)";"Etouraptor (Mâle)"
"Spiritomb";"Scorvol";"Spiritomb"
"Phyllali";"Regigigas";"Phyllali"
"Archéodong";"Darkrai";"Archéodong"
"Gallame";"Tarinorme";"Gallame"
"Luminéon (Femelle)";"Giratina";"Giratina"
"Capidextre (Femelle)";"Mammochon (Mâle)";"Capidextre (Femelle)"
"Dimoret (Mâle)";"Créhelf";"Dimoret (Mâle)"
"Luxray (Mâle)";"Pijako";"Luxray (Mâle)"
"Chaffreux";"Gallame";"Gallame"
"Torterra";"Momartik";"Momartik"
"Dimoret (Mâle)";"Créfadet";"Dimoret (Mâle)"
"Charkos";"Créhelf";"Créhelf"
"Mammochon (Mâle)";"Créhelf";"Créhelf"
"Magirêve";"Heatran";"Magirêve"
"Grodrive";"Elekable";"Elekable"
"Archéodong";"Noctunoir";"Noctunoir"
"Drascore";"Rhinastoc (Mâle)";"Rhinastoc (Mâle)"
"Torterra";"Cheniselle (Cape Sable)";"Torterra"
"Pingoléon";"Bouldeneu (Femelle)";"Pingoléon"
"Luxray (Mâle)";"Manaphy";"Luxray (Mâle)"
"Magnézone";"Momartik";"Momartik"
"Castorno (Femelle)";"Heatran";"Heatran"
"Etouraptor (Mâle)";"Rhinastoc (Mâle)";"Etouraptor (Mâle)"
"Roserade (Femelle)";"Lockpin";"Lockpin"
"Mélokrik (Femelle)";"Palkia";"Palkia"
"Carchacrok (Mâle)";"Dialga";"Dialga"
"Vortente";"Scorvol";"Scorvol"
"Pachirisu (Mâle)";"Togekiss";"Pachirisu (Mâle)"
"Magnézone";"Phione";"Phione"
