"P1";"P2";"Vainqueur"
"Scolocendre";"Amovénus (Totémique)";"Scolocendre"
"Pyrobut";"Salarsen (Grave)";"Salarsen (Grave)"
"Regieleki";"Paragruel (Femelle)";"Paragruel (Femelle)"
"Nigosier";"Hachécateur";"Nigosier"
"Roublenard";"Qwilpik";"Roublenard"
"Gorythmic";"Dratatin";"Gorythmic"
"Corvaillus";"Wimessir (Mâle)";"Corvaillus"
"Nigosier";"Berserkatt";"Nigosier"
"Archéduc (Hisui)";"Monthracite";"Monthracite"
"Galvagla";"Zamazenta (Héros Aguerri)";"Zamazenta (Héros Aguerri)"
"Blancoton";"Ursaking";"Blancoton"
"Roublenard";"Wimessir (Mâle)";"Roublenard"
"Moumouflon";"Wimessir (Mâle)";"Moumouflon"
"Artikodin (Galar)";"Lézargus";"Lézargus"
"Scolocendre";"Krakos";"Scolocendre"
"Fragilady (Hisui)";"Hachécateur";"Hachécateur"
"Sulfura (Galar)";"Dratatin";"Sulfura (Galar)"
"Clamiral (Hisui)";"Tutétékri";"Clamiral (Hisui)"
"Roublenard";"Krakos";"Krakos"
"Dolman";"Hydragla";"Hydragla"
"Muplodocus (Hisui)";"Wattapik";"Muplodocus (Hisui)"
"Roublenard";"Cerbyllin";"Roublenard"
"Hastacuda";"Spectreval";"Spectreval"
"Galvagon";"Zarude";"Zarude"
"Wattapik";"Zamazenta (Héros Aguerri)";"Zamazenta (Héros Aguerri)"
"Gorythmic";"Nigosier";"Nigosier"
"Electhor (Galar)";"Regieleki";"Regieleki"
"Electhor (Galar)";"Lézargus";"Lézargus"
"Gueriaigle (Hisui)";"Roublenard";"Gueriaigle (Hisui)"
"Dratatin";"Angoliath";"Angoliath"
"Darumacho (Galar)";"Wimessir (Mâle)";"Wimessir (Mâle)"
"Pachyradjah";"Ethernatos";"Ethernatos"
"Polthégeist";"Zarude";"Polthégeist"
"Corayôme";"Hydragla";"Corayôme"
"Séracrawl (Hisui)";"Qwilpik";"Séracrawl (Hisui)"
"Typhlosion (Hisui)";"Ursaking";"Typhlosion (Hisui)"
"Galopa (Galar)";"Morpeko";"Galopa (Galar)"
"Corvaillus";"Ursaking";"Corvaillus"
"Bekaglaçon (Tête de Gel)";"Zamazenta (Héros Aguerri)";"Zamazenta (Héros Aguerri)"
"Zoroark (Hisui)";"Beldeneige";"Zoroark (Hisui)"
"Berserkatt";"Palarticho";"Berserkatt"
"Dunaconda";"Salarsen (Grave)";"Dunaconda"
"Pomdrapi";"Angoliath";"Pomdrapi"
"Corvaillus";"Hastacuda";"Corvaillus"
"Fulgudog";"Sorcilence";"Fulgudog"
"Arcanin (Hisui)";"Polthégeist";"Arcanin (Hisui)"
"Pachyradjah";"Galvagon";"Pachyradjah"
"Fragilady (Hisui)";"Darumacho (Galar)";"Fragilady (Hisui)"
"Smogogo (Galar)";"Palarticho";"Palarticho"
"Astronelle";"Corayôme";"Corayôme"
"Astronelle";"Lanssorien";"Astronelle"
"Smogogo (Galar)";"Wimessir (Mâle)";"Wimessir (Mâle)"
"Dratatin";"Ixon";"Ixon"
"Cerbyllin";"Amovénus (Totémique)";"Amovénus (Totémique)"
"Zamazenta (Héros Aguerri)";"Ethernatos";"Zamazenta (Héros Aguerri)"
"Clamiral (Hisui)";"Wattapik";"Clamiral (Hisui)"
"Galopa (Galar)";"Roublenard";"Galopa (Galar)"
"Roublenard";"Beldeneige";"Beldeneige"
"Nigosier";"Hexadron";"Nigosier"
"Arcanin (Hisui)";"Galopa (Galar)";"Arcanin (Hisui)"
"Lanssorien";"Paragruel (Femelle)";"Paragruel (Femelle)"
"Zoroark (Hisui)";"Krakos";"Zoroark (Hisui)"
"Limonde (Galar)";"Moumouflon";"Moumouflon"
"Galopa (Galar)";"Sylveroy";"Galopa (Galar)"
"Zoroark (Hisui)";"Lanssorien";"Zoroark (Hisui)"
"Scolocendre";"Regieleki";"Scolocendre"
"Polthégeist";"Duralugon";"Polthégeist"
"Fragilady (Hisui)";"Ursaking";"Ursaking"
"Roublenard";"Berserkatt";"Berserkatt"
"Galvagla";"Zacian (Héros Aguerri)";"Galvagla"
"Moumouflon";"Hastacuda";"Hastacuda"
"Wimessir (Mâle)";"Shifours (Mille Poings)";"Wimessir (Mâle)"
"Galopa (Galar)";"Duralugon";"Galopa (Galar)"
"Typhlosion (Hisui)";"Salarsen (Grave)";"Typhlosion (Hisui)"
"Tutétékri";"Ursaking";"Ursaking"
"Gueriaigle (Hisui)";"Bekaglaçon (Tête de Gel)";"Gueriaigle (Hisui)"
"Zoroark (Hisui)";"Blancoton";"Zoroark (Hisui)"
"Hydragon";"Regidrago";"Regidrago"
"Dunaconda";"Tutétékri";"Dunaconda"
"Palarticho";"Farfurex";"Farfurex"
"Corvaillus";"Charmilly (Lait Salé Baie en Sucre)";"Corvaillus"
"Artikodin (Galar)";"Bekaglaçon (Tête de Gel)";"Bekaglaçon (Tête de Gel)"
"Arcanin (Hisui)";"Archéduc (Hisui)";"Arcanin (Hisui)"
"Séracrawl (Hisui)";"Angoliath";"Séracrawl (Hisui)"
"Clamiral (Hisui)";"Archéduc (Hisui)";"Clamiral (Hisui)"
"Lézargus";"Wimessir (Mâle)";"Lézargus"
"Rongrigou";"Morpeko";"Morpeko"
"Corvaillus";"Scolocendre";"Corvaillus"
"Corvaillus";"M. Glaquette";"Corvaillus"
"Astronelle";"Qwilpik";"Astronelle"
"Wattapik";"Galvagon";"Wattapik"
"Electrode (Hisui)";"Salarsen (Grave)";"Electrode (Hisui)"
"Tutétékri";"Galvagon";"Tutétékri"
"Zacian (Héros Aguerri)";"Paragruel (Femelle)";"Paragruel (Femelle)"
"Fragilady (Hisui)";"Zacian (Héros Aguerri)";"Zacian (Héros Aguerri)"
"Sylveroy";"Farfurex";"Farfurex"
"Zoroark (Hisui)";"Ixon";"Zoroark (Hisui)"
"Artikodin (Galar)";"Angoliath";"Artikodin (Galar)"
"Qwilpik";"Farfurex";"Farfurex"
"Gorythmic";"M. Glaquette";"Gorythmic"
"Monthracite";"Shifours (Mille Poings)";"Monthracite"
"Electhor (Galar)";"Salarsen (Grave)";"Electhor (Galar)"
"Roigada (Galar)";"Lézargus";"Lézargus"
"Sulfura (Galar)";"Hastacuda";"Sulfura (Galar)"
"Bekaglaçon (Tête de Gel)";"Hydragon";"Bekaglaçon (Tête de Gel)"
"Arcanin (Hisui)";"Galvagla";"Galvagla"
"Clamiral (Hisui)";"Darumacho (Galar)";"Clamiral (Hisui)"
"Darumacho (Galar)";"Archéduc (Hisui)";"Archéduc (Hisui)"
"Dunaconda";"Hastacuda";"Dunaconda"
"Hydragla";"Cerbyllin";"Hydragla"
"Sulfura (Galar)";"Lanssorien";"Sulfura (Galar)"
"Fragilady (Hisui)";"Amovénus (Totémique)";"Amovénus (Totémique)"
"Palarticho";"Ursaking";"Ursaking"
"Galopa (Galar)";"Moumouflon";"Moumouflon"
"Lézargus";"Duralugon";"Lézargus"
"Corvaillus";"Nigosier";"Corvaillus"
"Artikodin (Galar)";"Galvagon";"Artikodin (Galar)"
"Typhlosion (Hisui)";"Corayôme";"Corayôme"
"Astronelle";"Bekaglaçon (Tête de Gel)";"Bekaglaçon (Tête de Gel)"
"Artikodin (Galar)";"Hastacuda";"Hastacuda"
"Morpeko";"Sylveroy";"Sylveroy"
"Arcanin (Hisui)";"Rongrigou";"Arcanin (Hisui)"
"Ixon";"Hexadron";"Ixon"
"Hydragla";"Zarude";"Zarude"
"Duralugon";"Sylveroy";"Sylveroy"
"Dolman";"Hydragon";"Dolman"
"Roigada (Galar)";"Hastacuda";"Hastacuda"
"Tutétékri";"Paragruel (Femelle)";"Paragruel (Femelle)"
"Dratatin";"Wimessir (Mâle)";"Dratatin"
"Flagadoss (Galar)";"Salarsen (Grave)";"Flagadoss (Galar)"
"Archéduc (Hisui)";"Sylveroy";"Sylveroy"
"Artikodin (Galar)";"Astronelle";"Astronelle"
"Fulgudog";"Polthégeist";"Fulgudog"
"Electhor (Galar)";"Fragilady (Hisui)";"Electhor (Galar)"
"Dratatin";"Krakos";"Krakos"
"Moumouflon";"Corayôme";"Corayôme"
"Arcanin (Hisui)";"Clamiral (Hisui)";"Clamiral (Hisui)"
"Dratatin";"Pachyradjah";"Pachyradjah"
"Typhlosion (Hisui)";"Scolocendre";"Scolocendre"
"Lézargus";"Regidrago";"Regidrago"
"Zoroark (Hisui)";"Polthégeist";"Zoroark (Hisui)"
"Sulfura (Galar)";"Blancoton";"Sulfura (Galar)"
"Pomdrapi";"Ursaking";"Pomdrapi"
"Rongrigou";"Tutétékri";"Tutétékri"
"Typhlosion (Hisui)";"Palarticho";"Typhlosion (Hisui)"
"Angoliath";"Tutétékri";"Tutétékri"
"Archéduc (Hisui)";"Roublenard";"Roublenard"
"Limonde (Galar)";"Zacian (Héros Aguerri)";"Zacian (Héros Aguerri)"
"Gueriaigle (Hisui)";"Corvaillus";"Corvaillus"
"Beldeneige";"Amovénus (Totémique)";"Beldeneige"
"Morpeko";"Ursaking";"Ursaking"
"Hexadron";"Lanssorien";"Hexadron"
"Dolman";"Sylveroy";"Sylveroy"
"Dratatin";"Galvagla";"Galvagla"
"Lanssorien";"Hachécateur";"Hachécateur"
"Palarticho";"Zacian (Héros Aguerri)";"Zacian (Héros Aguerri)"
"Flagadoss (Galar)";"Muplodocus (Hisui)";"Muplodocus (Hisui)"
"Gorythmic";"Pachyradjah";"Gorythmic"
"Blancoton";"Angoliath";"Blancoton"
"Ixon";"Corayôme";"Corayôme"
"Roublenard";"Duralugon";"Duralugon"
"Archéduc (Hisui)";"Hastacuda";"Hastacuda"
"Nigosier";"Ixon";"Nigosier"
"Roigada (Galar)";"Pomdrapi";"Pomdrapi"
"Arcanin (Hisui)";"Sylveroy";"Arcanin (Hisui)"
"Gueriaigle (Hisui)";"Scolocendre";"Gueriaigle (Hisui)"
"Lézargus";"Salarsen (Grave)";"Lézargus"
"Darumacho (Galar)";"Angoliath";"Darumacho (Galar)"
"Smogogo (Galar)";"Gorythmic";"Gorythmic"
"Wattapik";"Lanssorien";"Wattapik"
"Nigosier";"Blizzeval";"Blizzeval"
"Blancoton";"Monthracite";"Monthracite"
"Morpeko";"Galvagla";"Galvagla"
"Tutétékri";"Regidrago";"Regidrago"
"Arcanin (Hisui)";"Galvagon";"Arcanin (Hisui)"
"Sorcilence";"Beldeneige";"Beldeneige"
"Sorcilence";"Amovénus (Totémique)";"Amovénus (Totémique)"
"Zamazenta (Héros Aguerri)";"Cerbyllin";"Zamazenta (Héros Aguerri)"
"Roublenard";"Charmilly (Lait Salé Baie en Sucre)";"Charmilly (Lait Salé Baie en Sucre)"
"Flagadoss (Galar)";"Zarude";"Zarude"
"Gueriaigle (Hisui)";"Séracrawl (Hisui)";"Gueriaigle (Hisui)"
"Pomdrapi";"Lanssorien";"Pomdrapi"
"Monthracite";"Corayôme";"Corayôme"
"Ixon";"Pachyradjah";"Ixon"
"Electhor (Galar)";"Roublenard";"Roublenard"
"Berserkatt";"Cerbyllin";"Berserkatt"
"Fragilady (Hisui)";"Hexadron";"Hexadron"
"Rongrigou";"Zarude";"Zarude"
"Hexadron";"Morpeko";"Hexadron"
"Zoroark (Hisui)";"Qwilpik";"Zoroark (Hisui)"
"Angoliath";"Morpeko";"Morpeko"
"Berserkatt";"Zacian (Héros Aguerri)";"Zacian (Héros Aguerri)"
"Typhlosion (Hisui)";"Astronelle";"Typhlosion (Hisui)"
"Tutétékri";"Hydragla";"Tutétékri"
"Moumouflon";"Angoliath";"Moumouflon"
"Pyrobut";"Angoliath";"Pyrobut"
"Galvagla";"Hydragla";"Galvagla"
"Pyrobut";"Hydragla";"Pyrobut"
"Muplodocus (Hisui)";"Lanssorien";"Muplodocus (Hisui)"
"Pyrobut";"Dolman";"Pyrobut"
"Artikodin (Galar)";"M. Glaquette";"Artikodin (Galar)"
"Rongrigou";"Scolocendre";"Scolocendre"
"Berserkatt";"Corayôme";"Corayôme"
"Archéduc (Hisui)";"Torgamord";"Archéduc (Hisui)"
"Archéduc (Hisui)";"Shifours (Mille Poings)";"Archéduc (Hisui)"
"Roigada (Galar)";"M. Glaquette";"Roigada (Galar)"
"Pachyradjah";"Zarude";"Pachyradjah"
"Electrode (Hisui)";"Regieleki";"Regieleki"
"M. Glaquette";"Hexadron";"Hexadron"
"Smogogo (Galar)";"Cerbyllin";"Smogogo (Galar)"
"Arcanin (Hisui)";"Limonde (Galar)";"Arcanin (Hisui)"
"Roublenard";"Lanssorien";"Roublenard"
"Pomdrapi";"Scolocendre";"Scolocendre"
"Electrode (Hisui)";"Ethernatos";"Ethernatos"
"Lézargus";"Polthégeist";"Polthégeist"
"Séracrawl (Hisui)";"Spectreval";"Spectreval"
"Fulgudog";"Zamazenta (Héros Aguerri)";"Zamazenta (Héros Aguerri)"
"Darumacho (Galar)";"Cerbyllin";"Cerbyllin"
"Torgamord";"Beldeneige";"Beldeneige"
"Limonde (Galar)";"Hastacuda";"Hastacuda"
"Torgamord";"Hydragla";"Torgamord"
"Tutétékri";"Shifours (Mille Poings)";"Tutétékri"
"Gorythmic";"Moumouflon";"Moumouflon"
"Blancoton";"Farfurex";"Blancoton"
"Archéduc (Hisui)";"Tutétékri";"Archéduc (Hisui)"
"Fulgudog";"Corayôme";"Corayôme"
"Corvaillus";"Galvagon";"Corvaillus"
"Charmilly (Lait Salé Baie en Sucre)";"Shifours (Mille Poings)";"Charmilly (Lait Salé Baie en Sucre)"
"Dunaconda";"Qwilpik";"Dunaconda"
"Electhor (Galar)";"Blizzeval";"Blizzeval"
"Dunaconda";"Hydragon";"Dunaconda"
"Angoliath";"Zamazenta (Héros Aguerri)";"Zamazenta (Héros Aguerri)"
"Shifours (Mille Poings)";"Farfurex";"Farfurex"
"Nigosier";"Duralugon";"Nigosier"
"Rongrigou";"Blancoton";"Blancoton"
"Roigada (Galar)";"Gueriaigle (Hisui)";"Gueriaigle (Hisui)"
"Rongrigou";"Monthracite";"Monthracite"
"Electrode (Hisui)";"Scolocendre";"Scolocendre"
"Pomdrapi";"Tutétékri";"Pomdrapi"
"Rongrigou";"Zacian (Héros Aguerri)";"Zacian (Héros Aguerri)"
"Pachyradjah";"Zamazenta (Héros Aguerri)";"Zamazenta (Héros Aguerri)"
"Smogogo (Galar)";"Typhlosion (Hisui)";"Typhlosion (Hisui)"
"Rongrigou";"Hexadron";"Hexadron"
"Nigosier";"Lanssorien";"Nigosier"
"Ixon";"Galvagla";"Galvagla"
"Zoroark (Hisui)";"Zacian (Héros Aguerri)";"Zoroark (Hisui)"
"Smogogo (Galar)";"Dolman";"Dolman"
"Sulfura (Galar)";"Roublenard";"Sulfura (Galar)"
"Rongrigou";"Pachyradjah";"Pachyradjah"
"Gorythmic";"Hachécateur";"Hachécateur"
"Dunaconda";"Zamazenta (Héros Aguerri)";"Dunaconda"
"Wattapik";"Shifours (Mille Poings)";"Wattapik"
"Arcanin (Hisui)";"Duralugon";"Arcanin (Hisui)"
"Pomdrapi";"Corayôme";"Corayôme"
"Polthégeist";"Bekaglaçon (Tête de Gel)";"Bekaglaçon (Tête de Gel)"
"Torgamord";"Amovénus (Totémique)";"Amovénus (Totémique)"
"Galopa (Galar)";"Dolman";"Galopa (Galar)"
"Electhor (Galar)";"Dolman";"Electhor (Galar)"
"Electhor (Galar)";"Spectreval";"Spectreval"
"Archéduc (Hisui)";"Pyrobut";"Archéduc (Hisui)"
"Berserkatt";"Morpeko";"Berserkatt"
"Typhlosion (Hisui)";"Zarude";"Typhlosion (Hisui)"
"Limonde (Galar)";"Sorcilence";"Sorcilence"
"Smogogo (Galar)";"Corayôme";"Corayôme"
"Muplodocus (Hisui)";"Séracrawl (Hisui)";"Séracrawl (Hisui)"
"Pyrobut";"Astronelle";"Pyrobut"
"Electrode (Hisui)";"Darumacho (Galar)";"Electrode (Hisui)"
"Electrode (Hisui)";"Bekaglaçon (Tête de Gel)";"Bekaglaçon (Tête de Gel)"
"Sorcilence";"Duralugon";"Duralugon"
"Dunaconda";"Dolman";"Dunaconda"
"Flagadoss (Galar)";"Dunaconda";"Dunaconda"
"Wimessir (Mâle)";"Hydragon";"Wimessir (Mâle)"
"Smogogo (Galar)";"Hastacuda";"Hastacuda"
"Lézargus";"Wattapik";"Lézargus"
"Electhor (Galar)";"Torgamord";"Electhor (Galar)"
"Blancoton";"Zamazenta (Héros Aguerri)";"Zamazenta (Héros Aguerri)"
"Monthracite";"Hachécateur";"Monthracite"
"Morpeko";"Hydragon";"Morpeko"
"Nigosier";"Charmilly (Lait Salé Baie en Sucre)";"Nigosier"
"Sorcilence";"Qwilpik";"Sorcilence"
"Blancoton";"Tutétékri";"Tutétékri"
"Sulfura (Galar)";"Zoroark (Hisui)";"Zoroark (Hisui)"
"Torgamord";"Wimessir (Mâle)";"Wimessir (Mâle)"
"Scolocendre";"Qwilpik";"Scolocendre"
"Gueriaigle (Hisui)";"Wattapik";"Gueriaigle (Hisui)"
"Typhlosion (Hisui)";"Muplodocus (Hisui)";"Typhlosion (Hisui)"
"Roublenard";"Galvagon";"Roublenard"
"Muplodocus (Hisui)";"Galvagon";"Muplodocus (Hisui)"
"Galopa (Galar)";"Monthracite";"Monthracite"
"Muplodocus (Hisui)";"Gorythmic";"Muplodocus (Hisui)"
"Dratatin";"Amovénus (Totémique)";"Amovénus (Totémique)"
"Ixon";"M. Glaquette";"Ixon"
"Limonde (Galar)";"Gueriaigle (Hisui)";"Gueriaigle (Hisui)"
"Spectreval";"Paragruel (Femelle)";"Spectreval"
"Fragilady (Hisui)";"Berserkatt";"Berserkatt"
"Zoroark (Hisui)";"Nigosier";"Zoroark (Hisui)"
"Lézargus";"Qwilpik";"Lézargus"
"Flagadoss (Galar)";"Archéduc (Hisui)";"Flagadoss (Galar)"
"Moumouflon";"Charmilly (Lait Salé Baie en Sucre)";"Moumouflon"
"Shifours (Mille Poings)";"Amovénus (Totémique)";"Amovénus (Totémique)"
"Galvagla";"Duralugon";"Galvagla"
"Morpeko";"Zacian (Héros Aguerri)";"Zacian (Héros Aguerri)"
"Smogogo (Galar)";"Clamiral (Hisui)";"Clamiral (Hisui)"
"Galvagla";"Ursaking";"Galvagla"
"Zacian (Héros Aguerri)";"Spectreval";"Spectreval"
"Clamiral (Hisui)";"Pachyradjah";"Clamiral (Hisui)"
"Blancoton";"Wattapik";"Blancoton"
"Lanssorien";"Ethernatos";"Ethernatos"
"Gueriaigle (Hisui)";"Angoliath";"Gueriaigle (Hisui)"
"Charmilly (Lait Salé Baie en Sucre)";"Blizzeval";"Blizzeval"
"Séracrawl (Hisui)";"Wimessir (Mâle)";"Séracrawl (Hisui)"
"Angoliath";"Bekaglaçon (Tête de Gel)";"Bekaglaçon (Tête de Gel)"
"Sulfura (Galar)";"Sorcilence";"Sulfura (Galar)"
"Pomdrapi";"Polthégeist";"Pomdrapi"
"Pomdrapi";"Beldeneige";"Beldeneige"
"Electhor (Galar)";"Sylveroy";"Electhor (Galar)"
"Zacian (Héros Aguerri)";"Qwilpik";"Zacian (Héros Aguerri)"
"Electrode (Hisui)";"Farfurex";"Farfurex"
"Artikodin (Galar)";"Muplodocus (Hisui)";"Muplodocus (Hisui)"
"Clamiral (Hisui)";"Blancoton";"Clamiral (Hisui)"
"Arcanin (Hisui)";"Darumacho (Galar)";"Arcanin (Hisui)"
"Lanssorien";"Shifours (Mille Poings)";"Lanssorien"
"Muplodocus (Hisui)";"Shifours (Mille Poings)";"Muplodocus (Hisui)"
"Darumacho (Galar)";"Pomdrapi";"Pomdrapi"
"Fragilady (Hisui)";"Duralugon";"Duralugon"
"Torgamord";"Ethernatos";"Ethernatos"
"Gueriaigle (Hisui)";"Torgamord";"Gueriaigle (Hisui)"
"Clamiral (Hisui)";"Lézargus";"Clamiral (Hisui)"
"Torgamord";"Salarsen (Grave)";"Torgamord"
"Lézargus";"Bekaglaçon (Tête de Gel)";"Bekaglaçon (Tête de Gel)"
"Nigosier";"Qwilpik";"Nigosier"
"Electrode (Hisui)";"Lanssorien";"Electrode (Hisui)"
"Charmilly (Lait Salé Baie en Sucre)";"Amovénus (Totémique)";"Charmilly (Lait Salé Baie en Sucre)"
"Shifours (Mille Poings)";"Paragruel (Femelle)";"Paragruel (Femelle)"
"Zoroark (Hisui)";"Rongrigou";"Zoroark (Hisui)"
"Duralugon";"Amovénus (Totémique)";"Amovénus (Totémique)"
"Scolocendre";"Palarticho";"Scolocendre"
"Corayôme";"Zarude";"Corayôme"
"Lézargus";"Ixon";"Ixon"
"Roublenard";"Dunaconda";"Dunaconda"
"Hastacuda";"Zamazenta (Héros Aguerri)";"Zamazenta (Héros Aguerri)"
"Artikodin (Galar)";"Amovénus (Totémique)";"Amovénus (Totémique)"
"Fragilady (Hisui)";"Galvagon";"Galvagon"
"Torgamord";"Dratatin";"Torgamord"
"Archéduc (Hisui)";"Gorythmic";"Archéduc (Hisui)"
"Ixon";"Regidrago";"Regidrago"
"Scolocendre";"Sorcilence";"Scolocendre"
"Arcanin (Hisui)";"Moumouflon";"Arcanin (Hisui)"
"Tutétékri";"Regieleki";"Regieleki"
"Electhor (Galar)";"Pyrobut";"Electhor (Galar)"
"Roigada (Galar)";"Hydragon";"Roigada (Galar)"
"Roigada (Galar)";"Pyrobut";"Roigada (Galar)"
"Roigada (Galar)";"Hachécateur";"Roigada (Galar)"
"Darumacho (Galar)";"Charmilly (Lait Salé Baie en Sucre)";"Charmilly (Lait Salé Baie en Sucre)"
"Zarude";"Qwilpik";"Zarude"
"Bekaglaçon (Tête de Gel)";"Paragruel (Femelle)";"Paragruel (Femelle)"
"Bekaglaçon (Tête de Gel)";"Zarude";"Bekaglaçon (Tête de Gel)"
"Zoroark (Hisui)";"Spectreval";"Zoroark (Hisui)"
"Pomdrapi";"Dunaconda";"Dunaconda"
"Hydragon";"Duralugon";"Duralugon"
"Arcanin (Hisui)";"M. Glaquette";"Arcanin (Hisui)"
"Moumouflon";"Salarsen (Grave)";"Moumouflon"
"Beldeneige";"Morpeko";"Beldeneige"
"Archéduc (Hisui)";"Corvaillus";"Corvaillus"
"Flagadoss (Galar)";"Artikodin (Galar)";"Flagadoss (Galar)"
"Electrode (Hisui)";"Spectreval";"Spectreval"
"Duralugon";"Ursaking";"Ursaking"
"Fulgudog";"Dratatin";"Fulgudog"
"Wimessir (Mâle)";"Zamazenta (Héros Aguerri)";"Zamazenta (Héros Aguerri)"
"Fulgudog";"Hydragla";"Fulgudog"
"M. Glaquette";"Beldeneige";"Beldeneige"
"Ethernatos";"Zarude";"Ethernatos"
"Scolocendre";"M. Glaquette";"Scolocendre"
"Archéduc (Hisui)";"Hachécateur";"Hachécateur"
"Hydragon";"Amovénus (Totémique)";"Amovénus (Totémique)"
"Ixon";"Dolman";"Ixon"
"Galopa (Galar)";"Wattapik";"Galopa (Galar)"
"Lézargus";"Fulgudog";"Fulgudog"
"Artikodin (Galar)";"Fulgudog";"Fulgudog"
"Archéduc (Hisui)";"M. Glaquette";"Archéduc (Hisui)"
"Astronelle";"Regidrago";"Regidrago"
"Blancoton";"Lanssorien";"Blancoton"
"Regidrago";"Farfurex";"Regidrago"
"Typhlosion (Hisui)";"Zamazenta (Héros Aguerri)";"Zamazenta (Héros Aguerri)"
"Monthracite";"Galvagon";"Monthracite"
"Electhor (Galar)";"Wattapik";"Electhor (Galar)"
"Artikodin (Galar)";"Morpeko";"Morpeko"
"Clamiral (Hisui)";"Fragilady (Hisui)";"Clamiral (Hisui)"
"Salarsen (Grave)";"Zarude";"Salarsen (Grave)"
"Limonde (Galar)";"Lézargus";"Lézargus"
"Pomdrapi";"Palarticho";"Pomdrapi"
"Limonde (Galar)";"Pyrobut";"Pyrobut"
"Arcanin (Hisui)";"Dratatin";"Arcanin (Hisui)"
"Torgamord";"Hexadron";"Hexadron"
"Ethernatos";"Farfurex";"Ethernatos"
"Electrode (Hisui)";"Regidrago";"Regidrago"
"Regieleki";"Hachécateur";"Regieleki"
"Dratatin";"Lanssorien";"Lanssorien"
"Spectreval";"Cerbyllin";"Spectreval"
"Zoroark (Hisui)";"Scolocendre";"Zoroark (Hisui)"
"Séracrawl (Hisui)";"Pachyradjah";"Séracrawl (Hisui)"
"Pomdrapi";"Farfurex";"Pomdrapi"
"Clamiral (Hisui)";"Zacian (Héros Aguerri)";"Clamiral (Hisui)"
"Artikodin (Galar)";"Corayôme";"Corayôme"
"Morpeko";"Paragruel (Femelle)";"Paragruel (Femelle)"
"Krakos";"Galvagon";"Krakos"
"Arcanin (Hisui)";"Angoliath";"Arcanin (Hisui)"
"Fragilady (Hisui)";"Monthracite";"Monthracite"
"Galvagla";"Amovénus (Totémique)";"Amovénus (Totémique)"
"Darumacho (Galar)";"Zoroark (Hisui)";"Zoroark (Hisui)"
"Hexadron";"Zamazenta (Héros Aguerri)";"Zamazenta (Héros Aguerri)"
"Corvaillus";"Morpeko";"Corvaillus"
"Sulfura (Galar)";"Corayôme";"Sulfura (Galar)"
"Beldeneige";"Spectreval";"Spectreval"
"Artikodin (Galar)";"Hachécateur";"Hachécateur"
"Monthracite";"Duralugon";"Monthracite"
"Darumacho (Galar)";"Pyrobut";"Pyrobut"
"Rongrigou";"Duralugon";"Duralugon"
"Roigada (Galar)";"Salarsen (Grave)";"Roigada (Galar)"
"Sulfura (Galar)";"Tutétékri";"Sulfura (Galar)"
"Arcanin (Hisui)";"Qwilpik";"Arcanin (Hisui)"
"Rongrigou";"Ethernatos";"Ethernatos"
"Palarticho";"Hydragon";"Palarticho"
"Galvagon";"Paragruel (Femelle)";"Paragruel (Femelle)"
"Gueriaigle (Hisui)";"Regidrago";"Gueriaigle (Hisui)"
"Gorythmic";"Corvaillus";"Corvaillus"
"Astronelle";"Charmilly (Lait Salé Baie en Sucre)";"Charmilly (Lait Salé Baie en Sucre)"
"Typhlosion (Hisui)";"Torgamord";"Typhlosion (Hisui)"
"Scolocendre";"Angoliath";"Scolocendre"
"Sulfura (Galar)";"Clamiral (Hisui)";"Clamiral (Hisui)"
"Beldeneige";"Wimessir (Mâle)";"Beldeneige"
"Scolocendre";"Blizzeval";"Scolocendre"
"Corvaillus";"Blancoton";"Corvaillus"
"Fragilady (Hisui)";"Regidrago";"Regidrago"
"Salarsen (Grave)";"Pachyradjah";"Pachyradjah"
"Séracrawl (Hisui)";"Galvagla";"Séracrawl (Hisui)"
"Limonde (Galar)";"Salarsen (Grave)";"Salarsen (Grave)"
"Bekaglaçon (Tête de Gel)";"Galvagon";"Bekaglaçon (Tête de Gel)"
"Sulfura (Galar)";"Amovénus (Totémique)";"Sulfura (Galar)"
"Corayôme";"Pachyradjah";"Corayôme"
"Typhlosion (Hisui)";"Blizzeval";"Blizzeval"
"Darumacho (Galar)";"Salarsen (Grave)";"Salarsen (Grave)"
"Pomdrapi";"Berserkatt";"Berserkatt"
"Typhlosion (Hisui)";"Wimessir (Mâle)";"Typhlosion (Hisui)"
"Corayôme";"Bekaglaçon (Tête de Gel)";"Corayôme"
"Artikodin (Galar)";"Clamiral (Hisui)";"Clamiral (Hisui)"
"Smogogo (Galar)";"Archéduc (Hisui)";"Archéduc (Hisui)"
"Arcanin (Hisui)";"Wimessir (Mâle)";"Arcanin (Hisui)"
"Electrode (Hisui)";"Dunaconda";"Dunaconda"
"Lanssorien";"Cerbyllin";"Lanssorien"
"Hastacuda";"Pachyradjah";"Hastacuda"
"Roigada (Galar)";"Shifours (Mille Poings)";"Roigada (Galar)"
"Astronelle";"Shifours (Mille Poings)";"Astronelle"
"Zacian (Héros Aguerri)";"Ursaking";"Zacian (Héros Aguerri)"
"Zoroark (Hisui)";"M. Glaquette";"Zoroark (Hisui)"
"Hexadron";"Amovénus (Totémique)";"Amovénus (Totémique)"
"Zoroark (Hisui)";"Blizzeval";"Zoroark (Hisui)"
